gene_id,transcript_id,Gene_id,protein_id
YBR292C,NM_001348892.1,852595,NP_001335747.1
YBR293W,NM_001178641.3,852596,NP_009852.3
YBR294W,NM_001178642.3,852597,NP_009853.3
YBR295W,NM_001178643.2,852598,NP_009854.2
YBR296C,NM_001178644.1,852599,NP_009855.1
YBR296C-A,NM_001184587.3,1466451,NP_878055.3
YBR297W,NM_001178645.3,852600,NP_009856.3
YBR298C,NM_001178646.1,852601,NP_009857.1
YBR298C-A,NM_001184588.1,1466452,NP_878056.1
YBR299W,NM_001178647.3,852602,NP_009858.3
YBR301W,NM_001178649.3,852603,NP_009860.3
YBR302C,NM_001178650.1,852605,NP_009861.1
YCL073C,NM_001178711.1,850289,NP_009863.2
YCL069W,NM_001178710.1,850290,NP_009864.1
YCL068C,NM_001178709.1,850291,NP_009865.2
YCL067C,NM_001178708.1,850292,NP_009866.1
YCL066W,NM_001178707.1,850293,NP_009867.1
YCL064C,NM_001178706.1,850295,NP_001018030.1
YCL063W,NM_001178705.1,850296,NP_009870.1
YCL061C,NM_001178704.1,850297,NP_009871.2
YCL059C,NM_001178703.1,850298,NP_009872.1
YCL058C,NM_001178702.1,850299,NP_009873.1
YCL058W-A,NM_001184528.1,3289591,NP_001018031.2
YCL057C-A,NM_001184448.1,850300,NP_065435.1
YCL057W,NM_001178701.1,850301,NP_009874.1
YCL056C,NM_001178700.1,850302,NP_009875.1
YCL055W,NM_001178699.1,850303,NP_009876.1
YCL054W-A,NM_001305014.1,23547378,NP_001291943.1
YCL054W,NM_001178698.1,850304,NP_009877.1
YCL052C,NM_001178697.1,850305,NP_009878.1
YCL051W,NM_001178696.1,850306,NP_009879.2
YCL050C,NM_001178695.1,850307,NP_009880.2
YCL049C,NM_001178694.1,850308,NP_009881.2
YCL048W-A,NM_001184678.1,3799968,NP_001032573.1
YCL048W,NM_001178693.1,850309,NP_009882.1
YCL047C,NM_001178692.1,850310,NP_009883.1
YCL045C,NM_001178690.1,850312,NP_009884.1
YCL044C,NM_001178689.1,850313,NP_009886.1
YCL043C,NM_001178688.1,850314,NP_009887.1
YCL042W,NM_001178687.1,850315,NP_009889.2
YCL040W,NM_001178685.1,850317,NP_009890.1
YCL039W,NM_001178684.1,850318,NP_009891.1
YCL038C,NM_001178683.1,850319,NP_009892.1
YCL037C,NM_001178682.1,850320,NP_009893.2
YCL036W,NM_001178681.1,850321,NP_009894.1
YCL035C,NM_001178680.1,850322,NP_009895.1
YCL034W,NM_001178679.1,850323,NP_009896.2
YCL033C,NM_001178678.1,850324,NP_009897.1
YCL032W,NM_001178677.1,850325,NP_009898.1
YCL031C,NM_001178676.1,850326,NP_009899.1
YCL030C,NM_001178675.1,850327,NP_009900.2
YCL029C,NM_001178674.1,850328,NP_009901.1
YCL028W,NM_001178673.1,850329,NP_009902.2
YCL027W,NM_001178672.1,850330,NP_009903.2
YCL026C-B,NM_001184449.1,850331,NP_065436.1
YCL026C-A,NM_001178713.1,850332,NP_009904.2
YCL025C,NM_001178671.1,850333,NP_009905.3
YCL024W,NM_001178670.1,850334,NP_009907.2
YCL021W-A,NM_001184450.1,850338,NP_065437.1
YCL019W,NM_001178666.2,850340,NP_009909.2
YCL019W,NM_001178666.2,850340,NP_009909.2
YCL020W,NM_001178667.1,850339,NP_009910.2
YCL018W,NM_001178665.1,850342,NP_009911.2
YCL017C,NM_001178664.1,850343,NP_009912.2
YCL016C,NM_001178663.1,850344,NP_009913.2
YCL014W,NM_001178662.1,850345,NP_009914.2
YCL012C,NM_001184672.1,2746859,NP_976246.1
YCL012C,NM_001184672.1,2746859,NP_976246.1
YCL011C,NM_001178660.1,850346,NP_009916.1
YCL010C,NM_001178659.1,850347,NP_009917.1
YCL009C,NM_001178658.1,850348,NP_009918.1
YCL008C,NM_001178657.1,850349,NP_009919.3
YCL005W-A,NM_001184518.1,2732686,NP_958835.1
YCL005W-A,NM_001184518.1,2732686,NP_958835.1
YCL005W-A,NM_001184518.1,2732686,NP_958835.1
YCL005W,NM_001178654.1,850351,NP_009922.2
YCL004W,NM_001178653.1,850352,NP_009923.2
YCL002C,NM_001178652.2,850353,NP_009924.4
YCL002C,NM_001178652.2,850353,NP_009924.4
YCL001W,NM_001178651.1,850354,NP_009925.1
YCL001W-A,NM_001184314.1,850355,NP_009926.1
YCL001W-B,NM_001184462.1,850356,NP_076878.1
YCR001W,NM_001348893.1,850357,NP_001335748.1
YCR002C,NM_001178715.1,850358,NP_009928.1
YCR003W,NM_001178716.1,850359,NP_009929.1
YCR004C,NM_001178717.1,850360,NP_009930.1
YCR005C,NM_001178718.1,850361,NP_009931.1
YCR006C,NM_001348894.1,850362,NP_001335749.1
YCR007C,NM_001178720.1,850364,NP_009933.1
YCR008W,NM_001178721.1,850366,NP_009934.1
YCR009C,NM_001178722.1,850367,NP_009935.1
YCR010C,NM_001178723.1,850368,NP_009936.1
YCR011C,NM_001178724.1,850369,NP_009937.2
YCR012W,NM_001178725.1,850370,NP_009938.2
YCR014C,NM_001178727.1,850372,NP_009940.2
YCR015C,NM_001178728.1,850373,NP_009941.2
YCR016W,NM_001178729.1,850375,NP_009942.2
YCR017C,NM_001178730.1,850376,NP_009943.2
YCR018C,NM_001178731.1,850377,NP_009944.2
YCR019W,NM_001178732.1,850381,NP_009946.1
YCR020C,NM_001178733.1,850382,NP_009947.1
YCR020C-A,NM_001178734.1,850383,NP_009948.1
YCR020W-B,NM_001184313.1,850384,NP_009949.1
YCR021C,NM_001178735.1,850385,NP_009950.1
YCR022C,NM_001348895.1,850386,NP_001335750.1
YCR023C,NM_001178737.1,850387,NP_009952.2
YCR024C,NM_001178738.1,850388,NP_009953.1
YCR024C-B,NM_001184645.1,1466398,NP_878057.1
YCR024C-A,NM_001178739.1,850389,NP_058137.1
YCR025C,NM_001348896.1,850390,NP_001335751.1
YCR026C,NM_001178741.1,850391,NP_009955.2
YCR027C,NM_001178742.1,850392,NP_009956.2
YCR028C,NM_001178743.1,850394,NP_009957.1
YCR028C-A,NM_001184315.1,850395,NP_009958.2
YCR028C-A,NM_001184315.1,850395,NP_009958.2
YCR030C,NM_001178744.1,850396,NP_009959.2
YCR031C,NM_001178745.1,850397,NP_009960.2
YCR031C,NM_001178745.1,850397,NP_009960.2
YCR032W,NM_001178746.1,850398,NP_009961.2
YCR033W,NM_001178747.1,850399,NP_009962.2
YCR034W,NM_001178748.1,850400,NP_009963.1
YCR035C,NM_001178749.1,850401,NP_009964.2
YCR036W,NM_001178750.1,850402,NP_009965.2
YCR037C,NM_001178751.1,850403,NP_009966.2
YCR038C,NM_001178752.1,850405,NP_009967.2
YCR039C,NM_001178753.1,850406,NP_009868.3
YCR040W,NM_001178754.1,850407,NP_009869.3
YCR041W,NM_001310667.1,850408,NP_001297596.1
YCR042C,NM_001178756.1,850409,NP_009971.1
YCR043C,NM_001178757.1,850410,NP_009972.1
YCR044C,NM_001178758.1,850411,NP_009973.1
YCR045C,NM_001178759.1,850412,NP_009974.1
YCR046C,NM_001178760.1,850413,NP_009975.1
YCR047C,NM_001178761.1,850414,NP_009976.1
YCR048W,NM_001178762.1,850415,NP_009978.1
YCR050C,NM_001178764.1,850417,NP_009979.1
YCR051W,NM_001178765.1,850418,NP_009980.1
YCR052W,NM_001178766.1,850419,NP_009981.1
YCR053W,NM_001178767.1,850420,NP_009982.1
YCR054C,NM_001178768.1,850421,NP_009983.1
YCR057C,NM_001178769.1,850422,NP_009984.1
YCR059C,NM_001178770.1,850423,NP_009985.1
YCR060W,NM_001178771.1,850424,NP_009986.1
YCR061W,NM_001178772.1,850425,NP_009987.2
YCR063W,NM_001178774.1,850427,NP_009990.1
YCR065W,NM_001178776.1,850429,NP_009991.2
YCR066W,NM_001178777.1,850430,NP_009992.1
YCR067C,NM_001178778.1,850431,NP_009993.1
YCR068W,NM_001178779.1,850432,NP_009994.2
YCR069W,NM_001178780.1,850433,NP_009995.1
YCR071C,NM_001178781.1,850434,NP_009996.2
YCR072C,NM_001178782.1,850435,NP_009997.2
YCR073C,NM_001178783.1,850436,NP_009998.2
YCR073W-A,NM_001178815.1,850437,NP_009999.2
YCR075C,NM_001178784.1,850438,NP_010000.1
YCR075W-A,NM_001184529.1,1466399,NP_878058.1
YCR076C,NM_001178785.1,850439,NP_010001.1
YCR077C,NM_001178786.2,850440,NP_010002.3
YCR079W,NM_001180034.1,850441,NP_010003.2
YCR081W,NM_001178787.1,850442,NP_010004.1
YCR082W,NM_001178788.1,850443,NP_010005.1
YCR083W,NM_001178789.1,850444,NP_010006.1
YCR084C,NM_001178790.1,850445,NP_010007.1
YCR085W,NM_001348897.1,850446,NP_001335752.1
YCR086W,NM_001178792.1,850447,NP_010009.1
YCR087C-A,NM_001184316.1,850449,NP_010011.1
YCR088W,NM_001178794.1,850450,NP_010012.1
YCR089W,NM_001178795.1,850451,NP_010013.2
YCR090C,NM_001178796.1,850452,NP_010014.1
YCR091W,NM_001178797.2,850453,NP_010015.3
YCR092C,NM_001178798.1,850454,NP_010016.2
YCR093W,NM_001178799.1,850455,NP_010017.2
YCR094W,NM_001178800.1,850456,NP_010018.1
YCR095C,NM_001178801.1,850457,NP_010019.1
YCR095W-A,NM_001184674.1,3077354,NP_001018032.1
YCR096C,NM_001178802.1,850458,NP_010020.1
YCR097W,NM_001178804.1,850459,NP_010021.1
YCR097W,NM_001178804.1,850459,NP_010021.1
YCR097W,NM_001178804.1,850459,NP_010021.1
YCR098C,NM_001178805.1,850462,NP_010022.1
YCR099C,NM_001178806.1,850463,NP_010023.1
YCR100C,NM_001178807.1,850464,NP_010024.1
YCR101C,NM_001178808.1,850465,NP_010025.1
YCR102C,NM_001178809.1,850466,NP_010026.1
YCR104W,NM_001178811.1,850468,NP_010029.1
YCR105W,NM_001178812.1,850469,NP_010030.1
YCR106W,NM_001178813.1,850470,NP_010031.1
YCR107W,NM_001178814.1,850471,NP_010032.1
YCR108C,NM_001184543.1,1466400,NP_878059.1
YDL248W,NM_001180308.1,851348,NP_010033.1
YDL247W,NM_001180307.1,851350,NP_010034.1
YDL246C,NM_001180306.1,851351,NP_010035.1
YDL245C,NM_001180305.1,851352,NP_010036.1
YDL244W,NM_001180304.1,851353,NP_010037.1
YDL243C,NM_001180303.1,851354,NP_010038.1
YDL242W,NM_001348898.1,851355,NP_001335753.1
YDL241W,NM_001180301.1,851356,NP_010040.1
YDL240W,NM_001180300.2,851358,NP_010041.2
YDL239C,NM_001180299.2,851359,NP_010042.2
YDL238C,NM_001180298.1,851360,NP_010043.1
YDL237W,NM_001180297.2,851361,NP_010044.2
YDL236W,NM_001180296.1,851362,NP_010045.1
YDL235C,NM_001180295.1,851363,NP_010046.1
YDL234C,NM_001180294.1,851364,NP_010047.1
YDL233W,NM_001180293.1,851365,NP_010048.1
YDL232W,NM_001180292.1,851366,NP_010049.1
YDL231C,NM_001180291.1,851367,NP_010050.1
YDL230W,NM_001180290.1,851368,NP_010051.1
YDL229W,NM_001180289.1,851369,NP_010052.1
YDL227C,NM_001180287.1,851371,NP_010054.1
YDL226C,NM_001180286.1,851372,NP_010055.1
YDL225W,NM_001180285.1,851373,NP_010056.1
YDL224C,NM_001180284.1,851302,NP_010057.1
YDL223C,NM_001180283.1,851303,NP_010058.1
YDL222C,NM_001180282.1,851304,NP_010059.1
YDL220C,NM_001180280.1,851306,NP_010061.1
YDL219W,NM_001180279.1,851307,NP_010062.1
YDL219W,NM_001180279.1,851307,NP_010062.1
YDL218W,NM_001180278.1,851308,NP_010063.1
YDL217C,NM_001180277.1,851309,NP_010064.1
YDL216C,NM_001180276.1,851310,NP_010065.2
YDL215C,NM_001180275.1,851311,NP_010066.1
YDL214C,NM_001180274.1,851312,NP_010067.1
YDL213C,NM_001180273.1,851313,NP_010068.1
YDL212W,NM_001180272.1,851314,NP_010069.1
YDL211C,NM_001180271.1,851315,NP_010070.1
YDL210W,NM_001180270.1,851317,NP_010071.1
YDL209C,NM_001180269.1,851318,NP_010072.1
YDL208W,NM_001180268.1,851319,NP_010073.2
YDL207W,NM_001180267.1,851320,NP_010074.1
YDL206W,NM_001180266.1,851321,NP_010075.1
YDL205C,NM_001180265.1,851322,NP_010076.1
YDL204W,NM_001180264.1,851323,NP_010077.1
YDL203C,NM_001180263.1,851324,NP_010078.1
YDL202W,NM_001180262.1,851325,NP_010079.1
YDL201W,NM_001180261.1,851326,NP_010080.1
YDL200C,NM_001180260.1,851327,NP_010081.2
YDL199C,NM_001180259.1,851328,NP_010082.1
YDL198C,NM_001180258.1,851329,NP_010083.1
YDL197C,NM_001180257.1,851330,NP_010084.1
YDL195W,NM_001180255.2,851332,NP_010086.2
YDL194W,NM_001180254.1,851333,NP_010087.1
YDL193W,NM_001180253.1,851334,NP_010088.1
YDL192W,NM_001180252.1,851335,NP_010089.1
YDL191W,NM_001180196.2,851336,NP_010145.1
YDL191W,NM_001180196.2,851336,NP_010145.1
YDL190C,NM_001180250.2,851337,NP_010091.2
YDL189W,NM_001180249.1,851338,NP_010092.2
YDL188C,NM_001180248.1,851339,NP_010093.1
YDL186W,NM_001180246.1,851340,NP_010095.1
YDL185W,NM_001180245.1,851342,NP_010096.1
YDL184C,NM_001180244.1,851344,NP_010097.1
YDL183C,NM_001180243.1,851345,NP_010098.1
YDL182W,NM_001180242.1,851346,NP_010099.1
YDL181W,NM_001180241.1,851347,NP_010100.1
YDL180W,NM_001180240.1,851374,NP_010101.1
YDL179W,NM_001180239.1,851375,NP_010102.1
YDL178W,NM_001180238.1,851376,NP_010103.1
YDL177C,NM_001180237.1,851377,NP_010104.1
YDL176W,NM_001180236.1,851378,NP_010105.1
YDL175C,NM_001180235.1,851379,NP_010106.1
YDL174C,NM_001180234.1,851380,NP_010107.1
YDL173W,NM_001180233.1,851381,NP_010108.1
YDL171C,NM_001180231.1,851383,NP_010110.1
YDL170W,NM_001180230.1,851384,NP_010111.1
YDL169C,NM_001180229.1,851385,NP_010112.1
YDL168W,NM_001180228.1,851386,NP_010113.1
YDL167C,NM_001180227.1,851387,NP_010114.1
YDL166C,NM_001180226.1,851388,NP_010115.1
YDL165W,NM_001180225.1,851389,NP_010116.1
YDL164C,NM_001180224.1,851391,NP_010117.1
YDL161W,NM_001180221.1,851392,NP_010120.1
YDL160C-A,NM_001184530.1,1466431,NP_878060.1
YDL160C,NM_001180220.1,851394,NP_010121.1
YDL159W-A,NM_001184465.1,851395,NP_076884.1
YDL159W,NM_001180219.1,851396,NP_010122.1
YDL157C,NM_001180217.1,851398,NP_010124.1
YDL156W,NM_001180216.1,851399,NP_010125.1
YDL155W,NM_001180215.1,851400,NP_010126.1
YDL154W,NM_001180214.1,851401,NP_010127.1
YDL153C,NM_001180213.1,851403,NP_010128.1
YDL150W,NM_001180210.1,851404,NP_010131.1
YDL149W,NM_001180209.1,851406,NP_010132.1
YDL148C,NM_001180208.1,851407,NP_010133.1
YDL147W,NM_001180207.1,851408,NP_010134.1
YDL146W,NM_001180206.1,851409,NP_010135.1
YDL145C,NM_001180205.1,851410,NP_010136.1
YDL144C,NM_001180204.1,851411,NP_010137.2
YDL143W,NM_001180203.1,851412,NP_010138.1
YDL142C,NM_001180202.1,851413,NP_010139.1
YDL141W,NM_001180201.1,851414,NP_010140.1
YDL140C,NM_001180200.1,851415,NP_010141.1
YDL139C,NM_001180199.1,851416,NP_010142.2
YDL138W,NM_001180198.1,851417,NP_010143.1
YDL137W,NM_001180197.1,851418,NP_010144.1
YDL136W,NM_001180251.2,851419,NP_010090.1
YDL136W,NM_001180251.2,851419,NP_010090.1
YDL135C,NM_001180195.1,851420,NP_010146.1
YDL134C,NM_001180193.1,851421,NP_010147.1
YDL133C-A,NM_001180194.1,851422,NP_010148.1
YDL133W,NM_001180192.1,851423,NP_010149.1
YDL132W,NM_001180191.1,851424,NP_010150.1
YDL131W,NM_001180190.1,851425,NP_010151.1
YDL130W-A,NM_001184325.1,851426,NP_010152.1
YDL130W,NM_001180189.1,851427,NP_010153.1
YDL130W,NM_001180189.1,851427,NP_010153.1
YDL129W,NM_001180188.1,851428,NP_010154.1
YDL128W,NM_001180187.1,851429,NP_010155.1
YDL127W,NM_001180186.1,851430,NP_010156.2
YDL126C,NM_001180185.1,851431,NP_010157.1
YDL125C,NM_001180184.1,851432,NP_010158.1
YDL125C,NM_001180184.1,851432,NP_010158.1
YDL124W,NM_001180183.1,851433,NP_010159.1
YDL123W,NM_001180182.1,851434,NP_010160.1
YDL122W,NM_001180181.1,851435,NP_010161.1
YDL121C,NM_001180180.1,851436,NP_010162.1
YDL120W,NM_001180179.1,851437,NP_010163.1
YDL119C,NM_001180178.1,851439,NP_010164.1
YDL117W,NM_001180176.1,851440,NP_010166.1
YDL116W,NM_001180175.1,851441,NP_010167.1
YDL115C,NM_001180174.1,851442,NP_010168.4
YDL115C,NM_001180174.1,851442,NP_010168.4
YDL114W,NM_001180173.1,851444,NP_010169.1
YDL113C,NM_001180172.1,851445,NP_010170.1
YDL112W,NM_001180171.1,851446,NP_010171.1
YDL111C,NM_001180170.1,851447,NP_010172.1
YDL110C,NM_001180169.1,851448,NP_010173.1
YDL109C,NM_001180168.1,851449,NP_010174.1
YDL108W,NM_001180167.1,851450,NP_010175.1
YDL108W,NM_001180167.1,851450,NP_010175.1
YDL107W,NM_001180166.1,851451,NP_010176.1
YDL106C,NM_001180165.1,851452,NP_010177.1
YDL105W,NM_001180164.1,851453,NP_010178.1
YDL104C,NM_001180163.1,851454,NP_010179.1
YDL103C,NM_001180162.1,851455,NP_010180.1
YDL102W,NM_001180161.2,851456,NP_010181.2
YDL101C,NM_001180160.1,851457,NP_010182.1
YDL100C,NM_001180159.1,851458,NP_010183.1
YDL099W,NM_001180158.1,851459,NP_010184.1
YDL098C,NM_001180157.1,851460,NP_010185.1
YDL097C,NM_001180156.1,851461,NP_010186.1
YDL095W,NM_001180154.1,851462,NP_010188.1
YDL093W,NM_001180152.1,851464,NP_010190.1
YDL092W,NM_001180151.1,851466,NP_010191.1
YDL091C,NM_001180150.1,851467,NP_010192.1
YDL090C,NM_001180149.1,851468,NP_010193.1
YDL089W,NM_001180148.1,851469,NP_010194.1
YDL088C,NM_001180147.1,851470,NP_010195.1
YDL087C,NM_001180146.1,851471,NP_010196.1
YDL086W,NM_001180145.1,851472,NP_010197.1
YDL085C-A,NM_001184455.1,851473,NP_075208.1
YDL085W,NM_001180144.1,851474,NP_010198.1
YDL084W,NM_001180143.1,851475,NP_010199.1
YDL083C,NM_001180142.1,851476,NP_010200.1
YDL083C,NM_001180142.1,851476,NP_010200.1
YDL082W,NM_001180141.1,851477,NP_010201.1
YDL082W,NM_001180141.1,851477,NP_010201.1
YDL081C,NM_001180140.1,851478,NP_010202.1
YDL080C,NM_001180139.1,851479,NP_010203.1
YDL079C,NM_001180138.1,851480,NP_010204.1
YDL079C,NM_001180138.1,851480,NP_010204.1
YDL078C,NM_001180137.1,851481,NP_010205.1
YDL077C,NM_001180136.1,851482,NP_010206.1
YDL076C,NM_001180135.1,851483,NP_010207.1
YDL075W,NM_001180134.1,851484,NP_010208.1
YDL075W,NM_001180134.1,851484,NP_010208.1
YDL074C,NM_001180133.1,851485,NP_010209.1
YDL073W,NM_001180132.1,851486,NP_010210.1
YDL072C,NM_001180131.1,851487,NP_010211.1
YDL070W,NM_001180129.1,851488,NP_010213.1
YDL069C,NM_001180128.1,851491,NP_010214.2
YDL067C,NM_001180126.1,851492,NP_010216.1
YDL066W,NM_001180125.1,851493,NP_010217.1
YDL065C,NM_001180124.1,851494,NP_010218.2
YDL064W,NM_001180123.1,851495,NP_010219.1
YDL064W,NM_001180123.1,851495,NP_010219.1
YDL063C,NM_001180122.1,851497,NP_010220.1
YDL061C,NM_001180120.1,851498,NP_010222.1
YDL060W,NM_001180119.1,851499,NP_010223.1
YDL059C,NM_001180118.1,851500,NP_010224.1
YDL058W,NM_001180117.1,851501,NP_010225.1
YDL057W,NM_001180116.1,851502,NP_010226.1
YDL056W,NM_001180115.1,851503,NP_010227.1
YDL055C,NM_001180114.1,851504,NP_010228.1
YDL054C,NM_001180113.1,851506,NP_010229.1
YDL053C,NM_001180112.1,851507,NP_010230.1
YDL052C,NM_001180111.1,851508,NP_010231.1
YDL051W,NM_001180110.1,851509,NP_010232.1
YDL049C,NM_001180108.1,851511,NP_010234.1
YDL048C,NM_001180107.1,851512,NP_010235.1
YDL047W,NM_001180106.1,851513,NP_010236.1
YDL046W,NM_001180105.1,851514,NP_010237.1
YDL045W-A,NM_001184304.1,851515,NP_010238.1
YDL045C,NM_001180104.1,851516,NP_010239.1
YDL044C,NM_001180103.1,851517,NP_010240.1
YDL043C,NM_001180102.1,851518,NP_010241.1
YDL042C,NM_001180101.1,851520,NP_010242.1
YDL040C,NM_001180099.1,851521,NP_010244.1
YDL039C,NM_001180098.1,851522,NP_010245.2
YDL037C,NM_001180096.1,851524,NP_010247.1
YDL036C,NM_001180095.1,851525,NP_010248.1
YDL035C,NM_001180094.1,851527,NP_010249.1
YDL033C,NM_001180092.1,851529,NP_010251.1
YDL031W,NM_001180090.2,851530,NP_010253.2
YDL030W,NM_001180089.1,851531,NP_010254.1
YDL029W,NM_001180088.1,851532,NP_010255.1
YDL029W,NM_001180088.1,851532,NP_010255.1
YDL028C,NM_001180087.2,851533,NP_010256.2
YDL027C,NM_001180086.1,851535,NP_010257.1
YDL025C,NM_001180084.1,851536,NP_010259.1
YDL024C,NM_001180083.1,851537,NP_010260.1
YDL022C-A,NM_001270741.1,13393611,NP_001257670.1
YDL022W,NM_001180081.1,851539,NP_010262.1
YDL021W,NM_001180080.1,851541,NP_010263.1
YDL020C,NM_001180079.3,851542,NP_010264.3
YDL019C,NM_001180078.1,851543,NP_010265.1
YDL018C,NM_001180077.1,851544,NP_010266.1
YDL017W,NM_001180076.3,851545,NP_010267.3
YDL015C,NM_001180074.1,851547,NP_010269.1
YDL014W,NM_001180073.1,851548,NP_010270.1
YDL013W,NM_001180072.3,851549,NP_010271.3
YDL012C,NM_001180071.1,851550,NP_010272.1
YDL012C,NM_001180071.1,851550,NP_010272.1
YDL010W,NM_001180069.1,851551,NP_010274.1
YDL009C,NM_001270742.1,851553,NP_001257671.1
YDL008W,NM_001180067.3,851554,NP_010276.3
YDL007C-A,NM_001184682.1,3799969,NP_001032574.1
YDL007W,NM_001180066.1,851557,NP_010277.1
YDL006W,NM_001180065.3,851558,NP_010278.3
YDL005C,NM_001180064.3,851559,NP_010279.3
YDL004W,NM_001180063.1,851560,NP_010280.1
YDL003W,NM_001180062.1,851561,NP_010281.1
YDL002C,NM_001180061.3,851562,NP_010282.3
YDL001W,NM_001180060.3,851563,NP_010283.3
YDR001C,NM_001180309.1,851564,NP_010284.1
YDR002W,NM_001180310.1,851565,NP_010285.1
YDR003W,NM_001180311.3,851566,NP_010286.3
YDR003W-A,NM_001184646.3,1466432,NP_878061.3
YDR004W,NM_001180312.1,851567,NP_010287.1
YDR005C,NM_001180313.1,851568,NP_010288.1
YDR005C,NM_001180313.1,851568,NP_010288.1
YDR006C,NM_001180314.3,851569,NP_010289.3
YDR007W,NM_001180315.3,851570,NP_010290.3
YDR009W,NM_001180317.1,851572,NP_010292.1
YDR010C,NM_001348808.1,851573,NP_001335754.1
YDR011W,NM_001180319.1,851574,NP_010294.1
YDR012W,NM_001180320.3,851575,NP_010295.3
YDR013W,NM_001180321.3,851576,NP_010296.3
YDR014W,NM_001180322.1,851577,NP_010297.1
YDR014W-A,NM_001184688.1,4036073,NP_001035220.1
YDR016C,NM_001180324.3,851579,NP_010299.3
YDR017C,NM_001180325.3,851580,NP_010300.3
YDR018C,NM_001180326.1,851581,NP_010301.1
YDR019C,NM_001180327.1,851582,NP_010302.1
YDR020C,NM_001180328.3,851583,NP_010303.3
YDR021W,NM_001180329.3,851584,NP_010304.3
YDR022C,NM_001180330.1,851585,NP_010305.1
YDR023W,NM_001180331.1,851587,NP_010306.1
YDR025W,NM_001180333.3,851589,NP_010308.3
YDR025W,NM_001180333.3,851589,NP_010308.3
YDR026C,NM_001180334.3,851590,NP_010309.3
YDR027C,NM_001180335.1,851591,NP_010310.1
YDR028C,NM_001180336.1,851592,NP_010311.1
YDR029W,NM_001348809.1,851593,NP_001335755.1
YDR030C,NM_001180338.3,851594,NP_010313.3
YDR031W,NM_001180339.3,851595,NP_010314.4
YDR032C,NM_001180340.1,851596,NP_010315.1
YDR033W,NM_001180341.1,851597,NP_010316.1
YDR034C,NM_001180342.3,851598,NP_010317.3
YDR034C-D,NM_001184379.4,851599,NP_058138.3
YDR034C-D,NM_001184379.4,851599,NP_058138.3
YDR034C-C,NM_001184378.1,851600,NP_058139.1
YDR034C-A,NM_001184326.1,851602,NP_010318.1
YDR034W-B,NM_001184327.3,851604,NP_010319.3
YDR035W,NM_001180343.3,851605,NP_010320.3
YDR036C,NM_001180344.1,851606,NP_010321.1
YDR037W,NM_001180345.1,851607,NP_010322.1
YDR038C,NM_001180346.3,851608,NP_010323.3
YDR039C,NM_001180347.3,851609,NP_010324.3
YDR040C,NM_001180348.1,851610,NP_010325.1
YDR041W,NM_001180349.1,851611,NP_010326.1
YDR042C,NM_001180350.3,851612,NP_010327.3
YDR043C,NM_001180351.3,851613,NP_010328.3
YDR044W,NM_001180352.1,851614,NP_010329.1
YDR045C,NM_001180353.1,851615,NP_010330.1
YDR046C,NM_001180354.3,851616,NP_010331.3
YDR047W,NM_001180355.3,851617,NP_010332.3
YDR049W,NM_001180357.1,851618,NP_010334.1
YDR050C,NM_001180358.1,851620,NP_010335.1
YDR051C,NM_001180359.3,851621,NP_010336.3
YDR052C,NM_001180360.3,851623,NP_010337.3
YDR054C,NM_001180362.1,851624,NP_010339.1
YDR055W,NM_001180363.1,851625,NP_010340.1
YDR056C,NM_001180364.3,851626,NP_010341.3
YDR057W,NM_001180365.3,851627,NP_010342.3
YDR058C,NM_001180366.1,851628,NP_010343.1
YDR059C,NM_001180367.1,851631,NP_010344.1
YDR059C,NM_001180367.1,851631,NP_010344.1
YDR060W,NM_001180368.3,851632,NP_010345.3
YDR061W,NM_001180369.3,851633,NP_010346.3
YDR062W,NM_001180370.1,851634,NP_010347.1
YDR063W,NM_001180371.1,851635,NP_010348.1
YDR064W,NM_001180372.3,851636,NP_010349.3
YDR064W,NM_001180372.3,851636,NP_010349.3
YDR065W,NM_001180373.3,851637,NP_010350.3
YDR066C,NM_001180374.1,851638,NP_010351.1
YDR067C,NM_001180375.1,851639,NP_010352.1
YDR068W,NM_001180376.3,851640,NP_010353.3
